sumber,tanggal,teks_bersih,urgensi,sentimen,kategori_infrastruktur,kategori_lingkungan,kategori_air_sanitasi,kategori_bencana,kategori_transportasi,kategori_pelayanan_publik,kategori_ekonomi,kategori_keamanan,kategori_pendidikan,kategori_kesehatan
berita_kaggle,2026-03-26,pt kai commuter memastikan akan menempuh jalur hukum setelah insiden mobil boks menerobos pelintasan dan tertabrak krl commuter line di jalur bojonggede citayam selasa 6 5 2025 malam pasalnya kecelakaan tersebut menyebabkan kerusakan serius pada armada krl dan mengganggu jadwal perjalanan sejumlah rangkaian lainnya menurut manajer humas kai commuter leza,2,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta pandemi covid 19 telah membawa banyak hal baru ke dalam kehidupan kita yang mungkin belum pernah terpikirkan sebelumnya mulai dari masker kain hingga reusable toilet paper istilah reusable toilet paper mulai terdengar ketika tisu toilet menjadi langka di pasaran konsepnya sederhana alih alih menggunakan tisu sekali pakai,1,1,0,0,1,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,beberapa posisi rekrutmen calon pegawai negeri sipil cpns disediakan untuk memfasilitasi masyarakat berusia 40 tahun mulai dari dosen hingga peneliti hal ini sejalan dengan surat edaran se menteri ketenagakerjaan menaker nomor m 6 hk 04 v 2025 tentang larangan diskriminasi dalam proses rekrutmen tenaga kerja misalnya dokter spesialis yang memerlukan,0,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,wakil presiden wapres gibran rakabuming raka berkunjung ke pasar gotong royong di kota magelang minggu 27 10 2024 siang blusukan ini dilakukan gibran usai mengikuti seluruh rangkaian agenda retret bersama kabinet merah putih di akademi militer akmil magelang jawa tengah kegiatan ini merupakan bagian dari upaya pemerintah untuk memastikan stabilitas,0,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-26,korban emde laka tunggal krn jalan berlubang rusak yg tdk kunjung di perbaiki public bisa ajukan gugatan class action pd penguasa setempat apr 1,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,mahasiswa podomoro university anthony lee setelah mengikuti sidang gugatan perbuatan melawan hukum terkait aksi demonstrasi yang berujung kerusuhan di pengadilan negeri jakarta pusat 1 oktober 2025 persidangan ditunda karena para pihak termohon yaitu presiden dpr mabes polri kapolda dan gubernur dki jakarta tidak hadir tempo tony hartawan mahasiswa podomoro university,0,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,tempo co jakarta pt kereta cepat indonesia china kcic mencatat lebih dari 210 ribu penumpang menggunakan layanan whoosh selama periode libur lebaran 2025 meski terjadi lonjakan penumpang arus perjalanan dari dan menuju stasiun whoosh tetap lancar berkat integrasi berbagai moda transportasi penghubung general manager corporate secretary kcic eva chairunisa mengatakan,0,2,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,wali kota bekasi tri adhianto tjahyono melakukan inspeksi mendadak sidak ke sdn negeri margahayu ii di kelurahan margahayu kecamatan bekasi timur setelah menerima keluhan orang tua murid mengenai kondisi toilet sekolah yang kotor dan bau aksi tersebut diunggah langsung oleh tri melalui akun instagram pribadinya mastriadhianto saya mendapat keluhan dari,1,0,0,1,1,0,0,1,0,0,1,0
twitter,2026-03-27,den yeee i sumpah nangis banjir teruk air mata ni confirm selangor takde dah lepasni,0,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-04-02,ferry sekolah rusak perbaikieh dia malah dirikan sekolah baru,1,0,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,ringkasan berita sejumlah dokter di daerah terpencil bercerita tentang kesulitan yang mereka hadapi berbagai daerah di pulau jawa malah kelebihan dokter spesialis pemerintah menyiapkan insentif dokter spesialis di daerah tertinggal terdepan dan terluar atau 3t besarnya hingga rp 30 juta per bulan suasana tegang muncul di ruang persalinan di pusat,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,kementerian kesehatan lebanon melaporkan korban tewas serangan israel ke kota tyre mencapai 7 orang adapun 2 dari 7 orang di antaranya merupakan anak anak serangan musuh israel di kota tyre menewaskan tujuh orang termasuk dua gadis dan melukai 46 lainnya demikian bunyi laporkan kementerian kesehatan lebanon dikutip afp sabtu 9,2,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,oknum guru berinisial ir yang diduga melecehkan siswi smp menjalani pemeriksaan kesehatan jiwa di depok kepala unit pelaksana teknis daerah uptd smp di depok ety kuswandarini mengatakan pihaknya sedang menunggu hasil pemeriksaan kesehatan jiwa dari psikiater sedang proses ke psikiater karena psikiater belum bisa memutuskan sebab butuh beberapa kali tindakan,1,1,0,0,0,0,0,0,0,0,1,1
twitter,2026-03-25,widiayanti jaringan alumninya memang kuat dan solid permah kerja di company dan tutup pas pengumuman yg engineer dari itb udah pada dapet kerjaan lagi dr jaringan alumni semoga anak gw bisa masuk sini dah 26k phk,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,keterbatasan biaya kerap menjadi penghalang bagi anak anak untuk melanjutkan pendidikan bahkan memupus cita cita yang pernah mereka impikan namun di sekolah rakyat menengah atas srma 33 tangerang selatan mimpi mimpi itu kembali tumbuh salah satunya dialami dewi astini 15 sebelum di sekolah rakyat dewi sempat mengenyam pendidikan di sebuah,0,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,dua stasiun yang berada di sekitar kawasan monas yakni stasiun juanda dan stasiun gondangdia mengalami kepadatan pada minggu 5 10 2025 pagi lonjakan penumpang terjadi karena banyak pengguna commuter line yang bergerak menuju kawasan monas untuk menyaksikan rangkaian acara peringatan hut tni ke 80 manager public relations kai commuter leza,0,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-28,yash pantura bgt sial macet,1,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-26,gempa info bmkg saat ini tidak berpotensi baku bale,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,lebih dari 30 unit mobil pemadam kebakaran damkar dikerahkan untuk memadamkan kebakaran pasar taman puring kebayoran baru jakarta selatan senin 28 7 2025 malam untuk 34 unit mobil pemadam kebakaran sudah dikerahkan dan kita lihat bersama bahwa di bagian tengah dari pasar taman puring ini masih ada api yang menyala,2,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,gubernur sumatra utara sumut bobby nasution tiba di gedung kementerian dalam negeri kemendagri untuk menjalani tes kesehatan medical check up pantauan kompas com bobby tampak tiba di area gedung f tempat pemeriksaan kesehatan dilakukan sekitar pukul 09 08 wib menantu presiden ri ke 7 itu mengenakan kemeja putih serta celana,0,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2024-11-21,jaksa di tapanuli selatan tapsel jovi andrea bachtiar mengungkapkan bahwa nella marsela sering memamerkan atau flexing penggunaan mobil dinas milik kajari tapsel siti holija harahap selain itu jovi juga menyatakan bahwa nella tinggal serumah dengan kajari tapsel nella pernah beberapa kali menggunakan mobil dinas bukan hanya ke pasar jadi di,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,kementerian lingkungan hidup klh mengungkap penurunan kualitas kali ciliwung di antaranya disebabkan karena pencemaran sampah rumah tangga dan industri hal itu diungkap deputi pengendalian pencemaran dan kerusakan lingkungan klh rasio ridho sani dalam acara festival ciliwung 2025 di kota depok minggu 10 8 2025 salah satu penyebab dari penurunan kualitas,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,perumahan duren jaya kota bekasi jawa barat gelap gulita imbas terendam banjir rabu 5 3 2025 malam seluruh blok yang ada di perum duren jaya masih terendam banjir rata blok a ada tujuh rt semua blok kena a b c dan d semua blok rata kena tapi ketinggiannya beda beda,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta gempa tektonik bermagnitudo 2 9 mengguncang sebagian wilayah kabupaten bogor badan meteorologi klimatologi dan geofisika bmkg mencatat waktu kejadian lindu itu pada kamis 10 april 2025 pukul 16 32 wib menurut kepala bbmkg wilayah ii tangerang hartanto dampak gempa bumi seperti yang digambarkan oleh peta tingkat guncangan,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,pt pelabuhan indonesia persero atau pelindo berjanji menata ulang gate pass atau gerbang masuk new priok container terminal one npct 1 untuk mengurangi kemacetan di sekitar pelabuhan janji ini disampaikan merespons demo para sopir truk kontainer di depan npct 1 selasa 11 2 2025 secara masukan yang disampaikan khususnya perbaikan,0,1,0,0,0,0,1,0,0,1,0,0
berita_kaggle,2026-03-26,gubernur kalteng h agustiar sabran meninjau beberapa titik lokasi yang terdampak banjir di kabupaten barito selatan minggu 27 4 orang nomor satu di kalteng itu mendatangi desa pararapak untuk melihat jalan rusak akibat banjir yang melanda daerah tersebut di kesempatan lain ia mengatakan pemprov kalteng akan selalu siaga dalam menghadapi,1,0,1,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,badan reserse kriminal polri menetapkan lisa mariana sebagai tersangka pencemaran nama baik mantan gubernur jawa barat ridwan kamil penetapan itu dilakukan setelah penyidik merasa telah mengantongi bukti yang cukup atas dugaan pelanggaran hukum betul telah ditetapkan sebagai tersangka kata kepala sub direktorat i direktorat tindak pidana siber bareskrim komisaris besar,0,2,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-25,name cannot be be be blank sop di tiap daerah bisa beda tergantung fasilitas yang tersedia lu ada di daerah yang minim fasilitassdm kureng ya wajar dapat gua bikin ktp di jogja cuma 10 menit kelar kok mau lu samain kaya kasus lu picik banget mikir dikit tong jangan kacamata,0,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,sejumlah warga di kawasan parung panjang kabupaten bogor jawa barat mengeluhkan kondisi jalan yang rusak parah serta minim pencahayaan kondisi ini disebut kerap menjadi penyebab kecelakaan lalu lintas terutama pada malam hari selain permukaan jalan yang bergelombang dan berlubang tidak tersedianya lampu penerangan jalan umum pju turut memperburuk situasi toni,2,0,1,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,sebuah mobil terperosok ke saluran air di penjaringan jakarta utara jakut pengendara itu diduga kehilangan kontrol 22 33 anggota sat lantas jakarta utara melakukan evakuasi sebuah mobil yang mengalami out of control dan terperosok ke saluran air di belakang mall emporium penjaringan sekitar pukul 19 35 wib tulisnya di postingan,2,1,1,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,gempa berkekuatan magnitudo m 4 3 mengguncang kecamatan tahuna kabupaten kepulauan sangihe sulawesi utara sulut gempa tersebut berada di kedalaman 167 kilometer km bmkg melaporkan gempa ini terjadi kamis 17 10 2024 pukul 22 33 wib gempa tak berpotensi tsunami 141 km barat laut tahuna kep sangihe sulut tulis infobmkg,2,1,0,0,0,1,0,1,0,0,0,0
berita_kaggle,2026-03-26,fenomena gumpalan awan berpetir yang terlihat oleh warga di bandung juga garut pada senin petang 22 september 2025 ramai dikaitkan dengan tanda tanda bencana besar beberapa narasi di media sosial berpekulasi tentang erupsi gunung guntur di garut yang lainnya mengaitkan dengan jenis malapetaka yang lain yang akan segera terjadi badan,2,1,0,0,0,1,0,0,0,0,0,0
twitter,2026-03-25,kania viral video bahwa pemerintah lebih penting kan bangun dapur mbg mewah drpd renovasi berita viral tanpa bukti bahwa dapur mbg atau sppg sebenarnya dibangun dana sendiri oleh mitra bukan dari apbn tugas pemerintah daerah bangun sekolah sekolah rusak,1,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,empat petugas jasa marga turut menjadi korban dalam tragedi kecelakaan di gerbang tol ciawi 2 bogor jawa barat pada selasa 4 2 2025 malam seperti diketahui jumlah korban luka dalam peristiwa itu mencapai 11 orang sementara ada delapan orang yang dinyatakan meninggal dunia salah satu petugas jasa marga yang terluka,2,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,ringkasan berita cerita eks tim penyidik bagaimana polisi menemukan novum pembunuhan munir polisi memeriksa semua saksi termasuk orang orang bin tim penyidik diwanti wanti pemimpin mereka untuk menjaga kerahasiaan dalam kasus pembunuhan munir sebulan setelah pollycarpus budihari priyanto bebas markas besar kepolisian republik indonesia membentuk tim penyidik pembunuhan munir said,0,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,pemerintah lewat kementerian sosial kemensos segera melakukan uji coba digitalisasi bantuan sosial atau bansos pada september 2025 uji coba perdana akan dilakukan di kabupaten banyuwangi sebagai pilot project nasional untuk tahap awal digitalisasi bansos akan diterapkan untuk bansos yang dikelola oleh kementerian sosial melalui mekanisme baru ini penyaluran bansos akan,2,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,korps lalu lintas korlantas kepolisian republik indonesia memperpanjang lajur contraflow di tol jakarta cikampek japek dari kilometer km 47 hingga 65 sabtu 25 1 1025 pukul 10 00 wib direktur penegakan hukum dirgakum korlantas polri brigjen jenderal brigjen pol slamet santoso mengungkapkan perpanjangan contraflow ini setelah melihat kepadatan lalu lintas,0,1,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-30,hyzixs bau sampah bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,pengendara sepeda motor berinisial hf 17 tewas usai menabrak dump truck di flyover dekat gerbang tol kemayoran di jalan benyamin sueb pademangan jakarta utara kamis 9 1 2025 pengendara sepeda motor honda vario b 3621 ugo berinisial hf luka di bagian kepala robek kemudian meninggal dunia di lokasi ujar kasat,2,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,zidan 9 dan dafa 10 dua bocah penghuni perumahan kartika wanasari cibitung kabupaten bekasi mengeluhkan perumahannya terendam banjir ke gubernur jawa barat dedi mulyadi banjir tersebut sudah terjadi sejak minggu 18 5 2025 pak dedi lihat ini pak dedi banjir ini pak dedi bantuinlah pak dedi ujar zidan kepada kompas,2,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-30,mas jo g usah bawa2 masyrakat kecil pedagang kita mayoritas masih buang limbah,0,1,0,1,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,warga meminta agar acara manggarai bershalawat yang digagas gubernur jakarta pramono anung untuk mencegah tawuran digelar di tempat yang memadai menurut saya diadakannya itu harus di tempat yang memadai karena kalau ini tempatnya kurang memadai apalagi situasinya hujan jelas salah satu warga bernama rina 40 saat diwawancarai kompas com di,1,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,banjir yang menerjang pemukiman warga rt 08 rw 08 kalibata pancoran jakarta selatan akibat luapan kali sodetan yang merobohkan tembok beton pada rabu 6 5 2025 siang menyebabkan kerugian materi bagi warga setempat salah satu warga bernama tatang 64 mengaku sepeda motor dan kelapa dagangannya terbawa arus banjir setidaknya ada,0,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-26,bisa gak warga yang iuran perbaiki jalan rusak dapat dispensasi pajak mar 29,1,0,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,muter2 survey jalan berlubang bahan buat protes ke pemerintah atas pajak yg kita bayar mar 29,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,ekonom senior sekaligus mantan menko bidang ekonomi keuangan dan industri kwik kian gie dikenal publik sebagai tokoh yang kritis terhadap kebijakan ekonomi semangat itu rupanya tetap ia jaga bahkan hingga hari hari terakhir hidupnya menurut penuturan putri kwik kwik ing lan sang ayah masih aktif mengikuti perkembangan isu isu terkini,2,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-26,mantabbb curhatannya sama saran juga bt neng yg caem itu tali dagu dipakai juga br jika jatuh karena jalan berlubang,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,pemerintah kota tangerang selatan tangsel membuka peluang bagi pelaku usaha mikro kecil dan menengah umkm untuk memasarkan produk mereka melalui gerai lengkong fasilitas ini disiapkan sebagai ruang agregator untuk mempertemukan langsung produsen dengan konsumen di wilayah tersebut ini tuh jadi jembatan antara produsen dengan konsumen ujar wali kota tangsel benyamin,0,1,1,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,lembaga pemeringkat kredit global fitch ratings menyoroti rangkaian aksi protes besar yang terjadi di indonesia beberapa waktu belakangan fitch menilai kericuhan dapat memengaruhi penilaian atas kelayakan kredit atau kemampuan suatu negara untuk memenuhi kewajiban utangnya protes yang diwarnai kekerasan tersebut dapat berdampak negatif terhadap profil kredit negara jika hal itu,0,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2024-11-30,seorang anak yang belum diketahui identitasnya menusuk ayah ibu dan nenek di rumahnya di daerah lebak bulus cilandak jakarta selatan akibat penusukan ini ayah dan neneknya meninggal dunia sementara sang ibu selamat dan kini dirawat di rumah sakit karena terluka parah untuk ibu sementara sudah kita bawa ke rumah sakit,2,0,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,tempo co jakarta koalisi rakyat untuk hak atas air kruha menolak kebijakan kenaikan tarif air bersih yang dilakukan oleh pam jaya untuk warga jakarta karena tidak ada penjelasan yang rasional serta tidak ada proses konsultasi publik yang melibatkan masyarakat kordinator nasional kruha muhammad reza sahib mengatakan kenaikan tarif tersebut hanya,1,0,0,0,1,0,0,0,0,0,0,0
twitter,2026-04-03,sekirochan krisis air gw be like yakin indeks korupsi iran aja 2325iya murah tapi mereka inflasi gila gilan kalian inflasi 5 aja tantrum xd,2,0,0,0,1,0,0,0,1,0,0,0
berita_kaggle,2025-09-11,jakarta kompas com ahli tindak pidana pencucian uang tppu muhammad novian menegaskan uang senilai rp 4 miliar yang diperas nikita mirzani dari dokter reza gladys harus dikembalikan kepada korban sesuai hukum yang berlaku hal itu disampaikan novian saat dihadirkan sebagai saksi ahli oleh jaksa penuntut umum jpu dalam sidang kasus,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,pertamina patra niaga resmi meluncurkan tim serv q service quality yang akan beroperasi di seluruh wilayah operasional untuk memastikan layanan di stasiun pengisian bahan bakar umum spbu berjalan optimal peluncuran tim ini dilakukan sebagai bagian dari upaya perusahaan meningkatkan kualitas pelayanan publik pada jumat 17 oktober 2025 tim serv q,0,2,0,0,0,0,1,1,0,0,0,0
berita_kaggle,2024-09-19,presiden joko widodo menyinggung bahwa indonesia perlu melakukan hilirisasi kopi dengan lebih baik dalam pembukaan kongres ikatan sarjana ekonomi indonesia isei dan seminar nasional 2024 di solo jawa tengah kamis 19 9 2024 jokowi menganggap bahwa potensi yang indonesia miliki di sektor sektor itu sangat besar tetapi belum digarap maksimal,1,2,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,kepolisian mengerahkan 1 634 personelnya untuk mengamankan area sekitar tempat pelaksanaan debat perdana pilkada jakarta jiexpo kemayoran jakarta pusat pada minggu 6 10 2024 kami menurunkan 1 634 personel untuk mengamankan kawasan jiexpo kemayoran ujar kapolres metro jakarta pusat kombes polisi susatyo purnomo condro di jakarta minggu susatyo menjelaskan personel,0,1,0,0,0,0,0,0,0,1,0,0
twitter,2026-03-25,stay sane most of org indo emg mesih pada mental tiap ada org lalai pasti yg di salahin yg lalai doang ga boleh nyalahin org yg ngambil dan ga mau balikin sesuatu yg bukan haknya maling,0,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2026-03-26,ketua umum partai demokrasi indonesia perjuangan pdi p megawati soekarnoputri menyampaikan tiga pesan kepada para kepala daerah dari partainya dalam pengarahan tertutup di sekolah partai lenteng agung jakarta tiga pesan megawati tersebut disampaikan ketua dpp pdi p yang juga mantan gubernur jawa tengah ganjar pranowo satu kita harus berangkat dari,1,1,0,0,0,0,0,0,0,0,1,0
twitter,2026-03-26,beli nasi campur dan tumpah ke jalan karena ngelewatin jalan rusak yg ngebuat itu nasi campur lepas dari cantolan yap lagilagi kalo yg pihak terkait beneran kerja mar 30,1,0,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-25,cleo vhdpqjclfemfla phk phk,0,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-25,rizki fadillnaldo krisis air bersih jangan asal menyalahkan masalahnya lebih kompleks dari yang terlihat ada faktor iklim kerusakan lingkungan hingga infrastruktur pemerintah tidak diam sudah ada bantuan air pencarian sumber baru dan rencana pembangunan jangka panjang,2,1,1,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,gubernur jakarta pramono anung akan memanfaatkan kolong flyover menjadi taman atau ruang publik terbuka hijau salah satu yang sudah dikerjakan yakni di jakarta timur dengan membuat mural yang bernuansa lebih hijau kita dorong termasuk di jakarta utara bahkan sekarang ini tiang tiang penyangga tol saya minta untuk di bawahnya dibuatkan,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2025-04-20,peneliti senior imparsial dan ketua centra initiative al araf mengatakan fenomena militer masuk ke kampus pernah terjadi di era orde baru saat presiden kedua ri soeharto berkuasa hal ini dia ungkapkan setelah fenomena militer masuk kampus di acara mahasiswa yang terus berulang belakangan ini militer masuk di wilayah kampus pernah,0,1,0,0,0,0,0,0,0,0,1,0
twitter,2026-03-26,ethan jadi stock di tabanan juga karna efisiensi kah mbg josss terusss uang di hamburhambur kan untuk investasi thi saja obat kosong mar 25,0,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2025-04-20,krl commuter line rute bogor jakarta kota dan arah sebaliknya kembali beroperasi normal setelah sempat gangguan akibat menabrak mobil di perlintasan sebidang jpl nomor 27 lintas cilebut bogor sabtu 19 4 2025 sore krl commuter line nomor 1040 relasi manggarai bogor itu tertemper kendaraan roda empat yang diduga menerobos perlintasan,1,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2025-09-25,gerbang tol gt slipi 2 yang terletak di jalan letjen s parman jakarta barat kembali dibuka pada kamis 25 9 2025 sore dirlantas polda metro jaya kombes pol komarudin mengatakan pembukaan gt slipi 2 dilakukan sebagai langkah antisipasi kemacetan di wilayah slipi semanggi harapannya operasional di slipi 2 ini bisa,0,1,1,0,0,0,1,0,0,0,0,0
twitter,2026-03-29,obay kayanya faktor cuaca jg mendukung ni dan kaya gakena polusi udara,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,lapak takjil istana bubur di pasar bendungan hilir benhil tanah abang jakarta pusat menjadi salah satu yang paling diminati warga pada minggu 2 3 2025 lapak ini menawarkan tujuh jenis bubur manis dan gurih yang beragam di sini ada tujuh macam kacang hijau ketan hitam mutiara bubur sumsum hijau bubur,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,badan meteorologi klimatologi dan geofisika bmkg mengimbau masyarakat di jakarta dan sekitarnya agar mewaspadai potensi hujan disertai angin kencang pada senin sore 6 oktober 2025 dengan tingkat kelembapan udara berkisar 63 97 persen cuaca mayoritas area di jabodetabek cenderung berawan sejak pagi berdasarkan prakiraan cuaca terbaru bmkg cuaca berawan bakal,0,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,wakil ketua komisi i dpr ri dave laksono meminta tni merevisi kebijakan pemusnahan amunisi tak layak pakai usai terjadi ledakan yang memakan 13 korban jiwa di desa sagara kecamatan cibalong garut jawa barat kejadian ini menyoroti perlunya mendorong revisi kebijakan pemusnahan amunisi agar kejadian serupa tidak terulang di masa mendatang,2,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,pedagang pasar barito kebayoran baru jakarta selatan mengaku kecewa saat mengetahui proses peletakan batu pertama taman bendera pusaka dilakukan secara diam diam pada jumat 8 8 2025 siang menurut karno 64 seorang pedagang burung hal tersebut sudah menyalahi aturan dan tidak sesuai prosedur ya jelas kecewa banget ya karena memang,0,0,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,evakuasi korban yang dilakukan tim search and rescue sar gabungan di reruntuhan bangunan pondok pesantren al khoziny sidoarjo jawa timur terus dilakukan hingga jumat 3 okotber pukul 23 05 wib tim sar gabungan mengevakuasi 8 jenazah di lokasi kejadian pilihan editor kenapa pemulihan hak korban tragedi 1965 mandek kepala pusat,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2025-09-20,komisi kepolisian nasional kompolnas menyebut tot tot wuk wuk atau penggunaan sirene strobo di jalan raya maupun jalan tol mengganggu warga ada baiknya memang enggak menggunakan karena kayak di jakarta yang sangat padat itu menganggu sekali secara psikologi pengguna jalan jadi sangat sangat terganggu sudah macet kena suara seperti itu,1,1,1,0,0,0,1,0,0,0,0,0
twitter,2026-03-25,skyblue info les stir mobil manual area solo yang murce woy masih suka tb tb di tanjakan macet,1,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-29,brama kumbara kamu punya datanya yg buang sampah di sungai itu orang islam itupun paling ke mampet dan banjir dalam skala bahaya yg lebih besar pabrik pabrik industri ada yg buang limbah,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2025-09-14,pasar lontar di koja utara jakarta utara kerap tergenang banjir kala hujan deras menurut pedagang genangan setinggi 10 cm itu terjadi karena posisi pasar yang lebih rendah daripada jalan lontar ii di depannya iya di sini sering banjir karena kan jalannya sudah ditinggiin yang di depan itu jadi kalau hujan,0,1,0,1,0,0,0,0,1,0,0,0
twitter,2026-03-26,jembatan putus 2k sejumlah kendaraan terjun ke sungai kamis 242026 dikampung lingkungsarikecematan tegal buleuddesa sumber jaya belum diketahui jumlah pengendara yang jatuh ke sungai apr 2,2,1,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,ditengah proses kita mencari jati diri dan tujuan hidup selalu dan akan selalu dapet jalan rusak bahkan bergelombang mar 31,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,anggota reserse mabes polri bripda fazril anugrah menjadi korban pembacokan oleh sekelompok gengster bernama mongol street di kota bogor jawa barat korban mengalami luka serius di bagian lengan atas akibat sabetan celurit hingga harus mendapat 50 jahitan saat dirawat di rumah sakit kapolsek bogor utara akp enjo sutarjo menjelaskan insiden,1,1,0,0,0,0,0,0,0,0,0,1
twitter,2026-03-26,ahh mana busa lewat jalan berlubang mar 31,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,kejaksaan agung kejagung menyebut kemungkinan menggelar sidang in absentia untuk tersangka kasus dugaan korupsi proyek pengadaan satelit navayo atau user terminal satelit slot orbit 123 bt bujur timur kemhan pada 2016 kemungkinan ini lantaran tersangka gabor kuti gk selaku ceo navayo international ag absen saat dipanggil penyidik jaksa agung muda,0,0,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,gubernur sumatera utara sumut bobby nasution siap diperiksa oleh komisi pemberantasan korupsi kpk jika dipanggil terkait kasus dugaan korupsi proyek pembangunan jalan di sumatera utara kemarin saya sampaikan sudah jelas ya kalau ada aliran dana ataupun kalau butuh keterangan saya sampaikan kemarin jangan kan gubernurnya semua asn semua yang perlu,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,anggota komisi viii dpr maman imanulhaq mengingatkan pengelola pesantren di seluruh wilayah tidak hanya berfokus pada aspek akademik atau dakwah tetapi juga memperhatikan kelayakan sarana infrastruktur politikus partai kebangkitan bangsa ini menyoroti ambruknya bangunan pondok pesantren al khoziny buduran sidoarjo jawa timur robohnya ponpes tersebut menimbulkan korban jiwa setidaknya 7,2,1,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-29,arthemis ehh maaf bnget sebelumnya gw nonton gachiakuta somehow kaya nyium bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
