sumber,tanggal,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
twitter,2026-03-25,@christclou,"⋆˚𝜗𝜚˚⋆ sebenarnya hal begini bisa diobrolin sebelum nikah. 1. kalo suami selingkuh gimana 2. kalo suami di-PHK/bangkrut gimana 3. kalo suami tiba-tiba meninggal gimana Harus siap sama Plan B, C, dst. dan ditulis di pranikah, legal, dijamin.",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@putraputri69302,putra putri Ketawa Ketiwi..cekikikan PHK PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PhK02062724,PhK Stop with the envy and greed. You’ll be happier.,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PhK02062724,"PhK They may not be, but newsom sure seems like a sociopath",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@DH3h3h30,"meee ttap suami lah kak, waktu hbs menikah laki gue g kerja hbs di-PHK & gue yg kerja. tp gaji gue, ya ttp gue yg nikmati. meski suami ada cicilan, itu bkn urusan gue.. kl suami mau jajan ya br gue kasih, sisanya? ya suami cr cara lain. sesekali gue traktir suami, tp bukan nafkahin y",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep Kayaknya belum ada, karena usia kompensasi PKWT juga baru kemarin. Selain itu jarang jadi perselisihan karena orang merasa cukup mendapat kompensasi PKWT, dan perusahaan jarang pakai alasan yang menimbulkan hak akibat PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@YaztakurT30487,Yaztakur Tauruz Pertaruhkan yg naik juga pak biar rakyat yg tdk resah harga sembako,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Javvad_payno,"Malik Styles Gpp bang alhamdulilah bisa aku, kalo ada loker cleaner dishwasher boleh",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@MenteriPekerja,"Menteri Pekerja RI iya kak semangat ya, hak kalo pkwtt resign dan di beda soalnya jadi sebelum ambil keputusan baiknya sudah dipertimbangkan phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@MenteriPekerja,Menteri Pekerja RI ada namanya asas Lex Specialis Derogat Legi Generali/Aturan yang khusus mengesampingkan aturan yang umum. Aturan umum memang bilang pekerja di itu dapat pesangon. tapi PKWT ini kan di atur khusus aturan Khusus nya ada di : PP No. 35 Tahun 2021 Pasal 15-17 begitu mas cep PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LRP12345vdye,"LR Kenaikan BBM memang terdengar adil, tapi dampaknya tidak sesederhana itu. BBM adalah komponen dasar hampir seluruh rantai produksi — naik BBM berarti naik ongkos logistik, naik , naik tarif ojol, naik biaya produksi UKM. Justru rakyat kecil yang paling terpukul harga sembako",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep Agar tidak menimbulkan hak akibat , maka jangan gunakan alasan PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep ""Tapi, selama ini karyawan berdasarkan PKWT nggak dikasih pesangon kok."" Kuncinya di alasan . Alasannya tidak harus di antara sekitar 26 yang diatur dalam PP 35. Bisa saja tanpa alasan itu. Misalnya, sesederhana perusahaan pengen mengakhiri sebelum jangka waktu saja. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep Artinya, selama alasan menimbulkan hak alibat PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@MenteriPekerja,"Menteri Pekerja RI apakah masih berhak untuk uang kompensasi? iya kak itu sangat berhak dan udh pasti jadi kewajiban perusahaan memberikan uang kompensasi inget masa kerja ya, jadi semisal kontrak 12 bulan di di bulan 8 (maka hitungan masa kerjanya 8 bulan) apakah mendapat uang ganti rugi? phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep PKWT dikhususkan. Pertama soal ganti rugi apabila salah satu pihak mengakhiri sebelum jangka waktunya, kedua soal kompensasi dengan ketentuan yang diatur di PP 35/2021. Tapi munculnya kompensasi tidak menghapuskan hak akibat . PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep Hak akibat ada 4 yaitu pesangon, penghargaan masa kerja, penggantian hak, dan uang pisah. Masing-masing alasan PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep Saya sudah pernah bahas ini panjang lebar dengan beberapa orang di kesempatan yang berbeda-beda, dan belum menemukan bahwa hak akibat yang diatur dalam PP 35/2021 itu mengecualikan PKWT. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Ganci_Karakter,"Gantungan Kunci Lucu Setelah terkena , aku nganggur selama 1,7 tahun , sebar lamaran sampai puluhan tidak ada hasil sama sekali PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@roy1alien,"Roy Abis itu usaha bangkrut/di-PHK krn pandemi/krismon bgm? Trust me, wes bbrp kenalan segituan jg, mlh pontang panting pinjol cm urusan susu popok bayi",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@tototoriq,"Toto Kalau di dunia bisnis ""restruktur"" itu bahasa halusnya akan banyak yg di atau di pecat phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@wh0sknow,"Cassiel disuruh bikin surat resign itu biar perusahaan gk bayar kamu kak karena kamu yg mengundurkan diri, beda kalau kamu di sm perusahaan. kamu dimutasi ujung""nya dibikin gk nyaman kerja percaya deh PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@avianakmamah,"cang terus gua selalu diem atas hal tersebut, even sampe skrg gua cmn ngomong gua sakit hati tapi gue gapernah cerita tentang apa yang udah terjadi dikehidupan gua. tb tb nyokap gue sakit parah, tb tb bokap gw , tb tb ipk gua turun, semua gua telen sendiri, setahunan bgitu phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Akargigisusu,"Mardiansyah Perusahaan gabisa asal pecat atau , karna akan ada konsekuensi pesangon. sebaliknya dengan resign. jadi perusahaan gamau rugi juga sebetulnya. CMIIW~ phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@KojoMensahPHK,kojo mensah God bless you PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PrinceHenry_PHK,PRINCE HENRY KOFORIDUA Eastern Regional Communication Officer Hopeful. So help me God. Good Friday Happy Easter 1K,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@nowtangerine,"lg ntn dexter buatku harus tetap punya penghasilan sendiri, bukan cuma soal cowo bener apa engga bener kak. tp kita kan gak tau klo ke depannya dihadapkan ke keadaan yg sulit misal klo dah nikah tiba2 pasangan kena / sakit/ terjadi hal-hal sulit di luar kontrol kita. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@thekingofyou01,King Arthur Seharusnya dilan pas kena pabrik baru ccok phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,"PHK He is trying to get himself out of the mould,he got himself into.He needs to take some big swings",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@europa2033,Jonathan Osterman I didn't do nuffin!! The ?! PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@onyourn__aura,naura*⁠.⁠✧ diluar ? kayak nyaa ga deh susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Rizkyanakloss,"riskie There’s no free lunch cuy. Utang warisan era beliau masih dicicil sampe skrg. BLBI & Obligasi Rekap is not a joke, bunganya aja puluhan triliunan per tahun.. suku bunga 70%? Gila, berapa juta orang kena waktu itu. Kek lebih ke operasi penyelamatan para konglo sih itu PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@europa2033,Jonathan Osterman Let's get the out and strengthen America ONLY!! Not to include Israel!! PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@europa2033,Jonathan Osterman If he's why -t trash imagine what YOU are you PH AT PHK!!,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@europa2033,Jonathan Osterman PHK KEEP GOING OFFICER!! PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kittenmatchaa,Bila Pendongeng handal,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@phkaim,phk clutchorkick,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@minberry_9yu,BEBERRR ini kpop lagi musim apa yak PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dslsynth,dslsynth Har du læst War On Lean blogindlægget fra på version2? PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,"PHK Wait,Pattinsons characteralso did something crazy on his own in this film.",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK Very good fantastic deep but onnum Puriyala,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@rizkyaziz16,"Rizky Aziz Kalau begitu ribuan pekerja bakal kehilangan pekerjaan,gara DAMRI dan PHK PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@TomekOliwiecki,"Tomek Oliwiecki Jaki ten Szyszko słaby . Przecież wiadome jest, że jeśli odwołają przez PL2050, będzie to oznaczać koniec większościowego rządu K15X. A tym samym Szyszko poleci z wiceministra. Nie ma szans by zagłosowali przeciw. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK Kadaisi one week ka neengalum unga oomfs ellam podra tweets sa paathu ta irruken..good entertainment u know,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@remyssi,Ya tapi emang jujur ilmu murni baik saintek/soshum emang lebih drpd yg sifatnya teknikal dan terapan sih wkwk susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@SeekHustle,Kapten Haddock Nah itu makin mungkin lagi. Terakhir infonya kan banyak banget tuh PPPK pemda yg terancam . phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK Marubadiyum mothala irruntha,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK There is a certain texture to this shot that is absent in most of the teaser evrything is well lit and too perfect but this one feels real and has a life to it. …,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@AngesBleus45,PhK On pourrait croire que ce sont des lunettes de soleil Baaaaah non la technologie palestinienne a mis au point des lunettes de lune,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@flamilloo,"mimi sorry i mean mereka wkwk, butt balik lg emang sbnrnya problemnya aja dr berbagai sektor jd kalo dibilang stem lebih baik dr soshum atau sebaliknya yaa ngga juga… ini terjadi di hampir seluruh dunia dan semua sektor… susah cari kerja",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@flamilloo,"mimi even my bf yg lulusan teknik perminyakan blg kalo stem itu overglorified, banyak dr temennya yg akhirnya di perbankan atau bahkan s2 krn pdhl dia jg lulusan ptn top 1.8K susah cari kerja",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@_rosewaterr,"gebi ngeliat banyak postan , gagal jd karyawan ttp karna RKAB 26 jd agak hopless untuk kerja di sektor mining indo... aku tau sebenernya RKAB pun banyak positifnya tp dah gk percaya aja sama mentri""nya prabontol terutama si bahlul yg megang esdm itu.. fuck this rezim phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PrayanaWayan,WAYAN YOGI PR Emang nya ada ya perusahaan kasih aset kantor kalau karyawan nya di phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK Aana periya kai pa nee oorla oru vidama vambu ezthu vachu irrupa pola. Intha tweet ku naa ithu varaikum inga pakatha id laam vanthu vambu ezhukuranga onna.,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PhK1mera,"PhK a gente já compreendeu que o Oscar do ano que vem é dele, a maior bilheteria do mundo vai ser desse filme e vai ser uma diferença astronômica, Dooms Day pode até fazer grana mas não vai chegar nem perto da bilheteria desse. Tem gente que ainda não tá entendendo a potência do MJ.",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@s4kadewek,"Daniel Aaron Beberapa sektor, iya, tp ga semuanya. Di US, sudah bnyk pekerja di dan diganti Ai. Terbaru, Tech company raksasa yitu Oracle yg pecat 30.000 karyawannya sekaligus, dan diganti dg Ai. PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@tuxedocat101,tuxedocat The only way the phat can get attention. phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@widia_yantiii,"Widiayanti Jaringan alumninya memang kuat dan solid. Permah kerja di company dan tutup, pas pengumuman yg engineer dari ITB, udah pada dapet kerjaan lagi dr jaringan alumni. Semoga anak gw bisa masuk sini dah. 2.6K PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@DesyWuland24,"Desywuland24 Gausah ada MBG lagi pak !! Emak emak kalangan menengah kebawah pada bingung. , bbm, dll pada naik sedangkan pemasukan tetep segitu"" aja. Harga sembako",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@carockroro,"carockroro yg byk terjadi people manager gak berani jd bad guy. tiap ada putusan yg gak enak, slalu blgnya putusan HR, pdhl putusan yg di tangan mereka sbg atasan. milih sapa yg bakal di , sapa yg naik gaji dikit krn gak perform, sapa yg gak dpt bonus, itu semua kewenangan people mgr PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kneegerd66435,"kneegerd idealnya sih istri menerima karena dia tau jelas laki-lakinya itu valuenya 20 juta cuman sedang aja. kalau dapat kerja juga pasti di range gaji itu. tpi melihat angka perceraian dan alasan tertinggi ke 2 adalah ekonomi. saya jujur ragu. mungkin nenek kita sabar, tapi gen z? phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@thanksheavn,✴︎ apalagi dgn adanya info p3k yg mau di hancur sudah phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Montucky_b,Montucky_B We're supposed to have moved to the Austin area last January. Our house is under contract and everything! After I saw they just opened ANOTHER massive 100acre temple we said That! Cancld our sale of our house and stayed here! Mom even moved back! Texas isn't stopping it! PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@pc_kepSPSI,"PC SPKEP SPSI BEKASI Hadiri HUT SPSI ke-53, Andi Gani Tegaskan Buruh Bekasi Tak Sendiri Hadapi Sepihak dan Intimidasi PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Montucky_b,Montucky_B PHK PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@DesyWuland24,"Desywuland24 Gausah ada MBG lagi pak!! Yang penting , bbm, dll murah harga sembako",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PHK25915425,PHK Yenga neenga yaarune therla kadasi oru varuma neengaladhu unga oomfs sum tl varinga.Athula neenga mattum oru sumara ithoda sethu kms nu 5 thadava post pottu tinga ithuellam ennaku depression aaguthu yaa,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@chii_sal,"Chii Sal ini aku kemarin2 juga, suami pernah kena dan akhirnya balik lagi ke kampung halaman. eh nyari kerja tetep aja di jkt2 lagi. akhirnya pindah lagi ke jkt. nyobain tinggal di apartemen 3 taunan udah lumayan ok, skrg baru mikir2 apart nya dibeli aja atau nyari di tempat jauh phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@cabasacarnival,"Brant Although the overall market remained above the average price throughout the day, the sharp decline in the final hours warrants vigilance.",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@marteenagers_,"poopsickle anggaran SM gk ckup, di bareng bareng phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mascepp,"Mas Cep Ada yang pernah mengajak diskusi, ""Apakah cacat formil bisa membatalkan ?"" Formil apa? ""Misalnya tidak melaporkan PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@hambaindomiy,"piwpiw Ya bener. Gue dulu mau masuk seni aja dibilang ""masuk akuntansi aja nanti "" susah cari kerja",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@patrickharimo,"Patrick Harimo APBN sampai akhir Feb 2026 saja defisit ratusan Triliun, tdk terbayang brp defisit sampai akhir tahun. terjadi dimana-mana, penerimaan pajak merosot terus. Ekonomi babak belur, bagaimana caranya rencana itu bs terjadi? Bayar bunga pinjaman saja mesti bikin hutang baru PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@NANA31602601,NA NA Dumb as gtfoh with that stupid sh!t not related to 210 in any way phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@IamSya_1125,. tgk gaya phk phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@unnikim19,"unni Tergantung kesepakatan, Ini sblm menikah wajib dibicarakan, tp emg kebutuhan rumah tangga si tanggung jawab si suami yang ngebiayain, istri duitnya buat dirinya sendiri, tp kalo (amit2) suami kena atau gaji menurun, ya lebih baik bantu si suami, phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@FrancDiAmante,"Franc ✧ .ᐟ tanggung jawab ibu ayah memberi jajan anaknya 10rb tbtb bpknya di , gaji bpknya kurang karena ada faktor eksternal, kemungkinan dpt kerjaan baru lagi 2 minggu kemudian tapi ortu si anak tetap tidak mengurangi jatah jajan tp ada tetangga mereka ayuy yg bacotin makanannya phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ibvnv666,"whocares? Wkwkwkwk betul, lain cerita pas udh nikah trs si laki kena dan bru mulai lg dr awal di gaji 5jt. Kalo dr sebelum n sesudah nikah mahh.. Wahh mantep bener itu mental si laki phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ZitaConan,Zita Conan Ketawa sekarang tp jejak digitalmu tersimpan dek. di masa depan. Ga ada perusahaan yg mau Nerima psikopat kek elu 2.3K Susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Lostid112,mosaax Il faut aussi admettre qu'une grande partie des supporters n'ont pas la même niac que les ui ou . La différence est là. Malheureusement le standard a perdu de sa valeur depuis... Chacun met un amour differn phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@yappingfess,"YAPPINGFESS yap! Abis kena sepihak di hari libur, pasti bakalan dapat yang lebih baik kan? PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@TJRagunan,"Transjakarta Ragunan 2. Si Gabriel Omar yang sebagai pramudi koridor 8 yang viral waktu itu, selain di , dia juga diblacklist dari sananya (diblacklist anjg, marah dah dianya) 3. Ini HM aja sih, semua pramudi BMP itu wajib kerja, kalo gak jalan ya gak dibayar dari operatornya PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@DiniMar75926462,Dini Mardiani Nunggu pesangon+bpjs TK cair tanpa kepastian yang jelas. Sudah di detik sangat kecewa sekali sama PT. HILLCON JAYA SAKTI tambang,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LivePhk98733,PHK Channel live,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@AngesBleus45,PhK Et encore……,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@giginpraginanto,gigin praginanto Setiap pulang dari luar negeri gembar gembor bawa pulang investasi triliunan rupiah. Kenyataannya utang terus menggunung dan setiap tahun ratusan triliun rupiah dihabiskan untuk mencicil utang sementara badai tak kunjung reda. 3K PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@AngesBleus45,PhK La marche des pauvretés,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PrinceHenry_PHK,"PRINCE HENRY KOFORIDUA Kwahu Business Forum 2026: Chief of Staff, Hon Julius Debrah delivering his opening remarks. Happy Easter Good Friday",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@lovhojichalatte,zie habis kena phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@jschln1,Gerald A Johnson phk phk,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@giyell,"rann - lain yg jual barang ngejar kuantity pokoknya harganya bener² murah & penjualannya bisa ribuan /hari omzetnya guede bgt, & yah skrg bangkrut. Keknya margin mereka sedikit entahlah pokoknya habis dapet surat cinta dari kantor pajak berakhir ga bisa bayar dan semua karyawannya phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@hiitszea,"zea aduhh relate bgt lagi, kmrn baru aja diremehin sm org terdekat, dibilang blablabla susah cari kerja",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@xerotoninx,naruru ica india yg mana pula yang kerupuk doang sih... b eras mahal,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@SsPasadena,"Anti Premanisme ! Belasan Ribu Buruh di Jabar Terkena , Mayoritas Dari Industri Otomotif PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@tanpauangmuka,Tanpa Uang Muka Hak Karyawan: Cara Mengajukan Izin Sakit Rutin Tanpa Terancam (Pasien Cuci Darah) PHK,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@nausicages,"iby jujur gw kesel bgt sama bentukan begini, ""jurusan yg paling worth it sekarang tu cuma ..... doang, jurusan lain bakal "" itu keluar dari mulut org yg bahkan ga ngerasain gimana survivenya KULIAH AJG susah cari kerja",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Ganci_Karakter,"Gantungan Kunci Lucu Aku ex karyawan k0rb4n dan sekarang lagi bikin stok buat CFD hari Minggu nanti , dan sisanya buat stok di Sh0peee, , Ya Allah semoga rameee dan lariiis maniiiis amiiin PHK",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@huntukapal,jaemin'sboo susah cari kerja susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@febuaie,phk It’s time for you to fully take care of yourself and enjoy your own path,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@LuvLikeJesus24,"LiveLoveBACON Oh sake, it was France being a pussy as France always is phk",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@constantane,"tantan Bos pabrik mie instan indonesia harusnya berusaha jadi juru runding & damai antara Ukraina - Rusia, karena sebagian pasokan gandum nasional berasal dari sana",Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@0n091,nama tidak boleh kosong ya rugi lah org lombok sendiri merantau cari duit di tempat atau negara org ngapain beli rumah subsidi pakek kpr lagi... lombok tuh makanya org sana pada merantau atau jd TKI mikir yg apple to apple jawa di samain lombok susah cari kerja,Ekonomi & UMKM,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
